item,item-href,title,product details,material,product code,images link-src
BuckleUpMen Genuine Leather BeltRs. 523Rs. 1495(65% OFF)Sizes: 34,https://www.myntra.com/belts/buckleup/buckleup-men-tan-brown-genuine-leather-belt/1229394/buy,BuckleUp Men Tan Brown Genuine Leather Belt,Tan brown textured genuine leather beltSecured with a tang claspHoles for a customised fit,"Genuine leather
Wipe with a clean, dry cloth when needed",1229394,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1229394/2016/2/19/11455869685711-BuckleUp-Men-Belts-6621455869685670-3.jpg"
BuckleUpMen Leather BeltRs. 402Rs. 1149(65% OFF)Sizes: 40,https://www.myntra.com/belts/buckleup/buckleup-men-black-leather-belt/1734749/buy,BuckleUp Men Black Leather Belt,"Black leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months from the date of purchase","Leather
Wipe with a clean, dry cloth when needed",1734749,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1734749/2017/1/23/11485168806176-BuckleUp-Men-Belts-6671485168806662-1.jpg"
"CHISELMen Reversible Leather BeltRs. 599Rs. 1499(60% OFF)Sizes: 34, 36",https://www.myntra.com/belts/chisel/chisel-men-black--brown-textured-reversible-leather-belt/1875958/buy,CHISEL Men Black & Brown Textured Reversible Leather Belt,"Black and brown textured reversible leather belt
Secured with a slider buckle
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1875958,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1875958/2017/4/28/11493359290780-CHISEL-Men-Belts-6881493359290642-3.jpg"
"ScarletiUnisex Set of 2 BeltsRs. 509Rs. 599(15% OFF)Sizes: 26, 28, 36, 38, 40",https://www.myntra.com/belts/scarleti/scarleti-unisex-set-of-2-belts/772890/buy,Scarleti Unisex Set of 2 Belts,"Set of two belts in black and brown
Each has stitched detail, secured with a metallic tang clasp
Holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",772890,"https://assets.myntassets.com/h_640,q_90,w_480/v1/images/style/properties/Scarleti-Unisex-Set-of-2-Belts_c6bda2bb1ed55fe844dc9dd52da70154_images.jpg"
Tommy HilfigerMen Genuine Leather BeltRs. 1979Rs. 3299(40% OFF)Sizes: 44,https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-black-genuine-leather-belt/1775506/buy,Tommy Hilfiger Men Black Genuine Leather Belt,"Black genuine leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 6 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1775506,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1775506/2017/4/3/11491217582830-Tommy-Hilfiger-Men-Black-Genuine-Leather-Belt-4471491217582785-3.jpg"
Peter EnglandMen Reversible BeltRs. 809Rs. 899(10% OFF)Sizes: 38,https://www.myntra.com/belts/peter-england/peter-england-men-brown--black-reversible-belt/1796645/buy,Peter England Men Brown & Black Reversible Belt,"Brown and black textured reversible belt
Secured with a pull and twist closure
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Synthetic leather
Wipe with a clean, dry cloth when needed",1796645,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1796645/2017/4/4/11491290940950-Peter-England-Men-Belts-9221491290940876-2.jpg"
"BuckleUpMen Coffee Genuine Leather BeltRs. 448Rs. 1495(70% OFF)Sizes: 36, 38, 40",https://www.myntra.com/belts/buckleup/buckleup-men-coffee-brown-genuine-leather-belt/1229442/buy,BuckleUp Men Coffee Brown Genuine Leather Belt,"Coffee brown genuine leather belt
Secured with a tang clasp 
Has holes for a customised fit","Genuine leather
Wipe with a clean, dry cloth when needed",1229442,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1229442/2016/2/19/11455865191040-BuckleUp-Men-Belts-4391455865190986-3.jpg"
CHISELCHISEL Men Black Leather BeltRs. 599Rs. 1499(60% OFF)Sizes: 36,https://www.myntra.com/belts/chisel/chisel-men-black-leather-belt/1023905/buy,CHISEL Men Black Leather Belt,"Black leather belt
Secured with a push pin closure
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1023905,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1023905/2015/10/12/11444653863871-CHISEL-Men-Black-Leather-Belt-7431444653863832-3.jpg"
"Tommy HilfigerMen Genuine Leather BeltRs. 2099Rs. 3499(40% OFF)Sizes: 40, 44",https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-navy--brown-genuine-leather-belt/1619754/buy,Tommy Hilfiger Men Navy & Brown Genuine Leather Belt,"Navy blue and brown genuine leather belt
Secured with a tang clasp
Holes for a customised fit
Comes with a pouch
Warranty: 6 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1619754,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1619754/2016/12/12/11481526429379-Tommy-Hilfiger-Men-Navy--Brown-Genuine-Leather-Belt-8571481526429269-4.jpg"
Flying MachineMen Genuine Leather BeltRs. 449Rs. 999(55% OFF)Sizes: 42,https://www.myntra.com/belts/flying-machine/flying-machine-men-blue-genuine-leather-belt/1042738/buy,Flying Machine Men Blue Genuine Leather Belt,Blue leather beltSecured with a tang claspHas holes for a customised fit,"100% genuine leather
Wipe with a clean, dry cloth when needed",1042738,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1042738/2015/12/15/11450177225514-Flying-Machine-Men-Blue-Genuine-Leather-Belt-3961450177225470-3.jpg"
CHISELMen Reversible Leather BeltRs. 359Rs. 899(60% OFF)Sizes: 38,https://www.myntra.com/belts/chisel/chisel-men-black--brown-reversible-leather-belt/1245417/buy,CHISEL Men Black & Brown Reversible Leather Belt,"Black and brown reversible leather belt
Secured with a pull-and-twist tang clasp
Has holes for a customised fit
Warranty: 3 months against manufacturing defects from the date of purchase","Leather
Wipe with a clean, dry cloth when needed",1245417,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1245417/2016/3/2/11456919431094-CHISEL-Men-Black--Brown-Reversible-Leather-Belt-4111456919430968-3.jpg"
PumaPUMA Unisex Black Leather BeltRs. 1099Rs. 1999(45% OFF)Sizes: 30,https://www.myntra.com/belts/puma/puma-unisex-black-leather-belt/715861/buy,PUMA Unisex Black Leather Belt,"Black leather belt, branding and material marking on the inner side
Secured with a metallic push-pin closure that has branding, has a loop to hold the belt in place
Holes for a customised fit
Warranty: 3 months against manufacturing defects","100% leather
Wipe with a clean, dry cloth when needed",715861,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/715861/2016/9/27/11474958014578-PUMA-Unisex-Black-Leather-Belt-8991474958014459-1.jpg"
"Pacific GoldMen Reversible BeltRs. 399Rs. 799(50% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black--brown-reversible-belt/1699904/buy,Pacific Gold Men Black & Brown Reversible Belt,"Black and brown reversible belt
Secured with a twist-and-turn tang clasp
Has holes for a customised fit","Synthetic
Wipe with a clean, dry cloth when needed",1699904,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1699904/2016/12/24/11482572878777-Pacific-Gold-Men-Belts-761482572878607-2.jpg"
"HarvardMen Reversible Leather BeltRs. 499Rs. 1249(60% OFF)Sizes: 32, 34",https://www.myntra.com/belts/harvard/harvard-men-black--brown-reversible-leather-belt/974856/buy,Harvard Men Black & Brown Reversible Leather Belt,"Black and brown textured reversible leather belt with contrast stitched detail
Secured with a twist-and-turn tang clasp
Holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",974856,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/974856/2015/10/16/11444999213281-Harvard-Men-Black--Dark-Brown-Reversible-Leather-Belt-2471444999213020-1.jpg"
U.S. Polo Assn.Men Leather BeltRs. 1044Rs. 1899(45% OFF)Sizes: 38,https://www.myntra.com/belts/us-polo-assn/us-polo-assn-men-brown-leather-belt/1447472/buy,U.S. Polo Assn. Men Brown Leather Belt,"Brown leather belt
Secured with a tang clasp
Holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1447472,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1447472/2016/8/17/11471415527835-US-Polo-Assn-Men-Brown-Leather-Belt-3211471415527806-1.jpg"
"Pacific GoldMen BeltRs. 629Rs. 899(30% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black-belt/1232417/buy,Pacific Gold Men Black Belt,"Black belt
Secured with a tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",1232417,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1232417/2016/2/22/11456127317390-Pacific-Gold-Men-Belts-8991456127317300-2.jpg"
"Alvaro CastagninoMen Leather BeltRs. 559Rs. 799(30% OFF)Sizes: 34, 36, 38, 40",https://www.myntra.com/belts/alvaro-castagnino/alvaro-castagnino-men-black-leather-belt/920534/buy,Alvaro Castagnino Men Black Leather Belt,"Black leather belt
Secured with a metallic tang clasp, has a fixed loop to hold the belt in place
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",920534,"https://assets.myntassets.com/h_640,q_90,w_480/v1/image/style/properties/920534/Alvaro-Castagnino-Men-Belts_1_b15487091e7a277e5e05a0254bad1f0e.jpg"
KaraMen Reversible Leather BeltRs. 687Rs. 1145(40% OFF)Sizes: Onesize,https://www.myntra.com/belts/kara/kara-men-black--brown-reversible-leather-belt/1120930/buy,Kara Men Black & Brown Reversible Leather Belt,"Black and brown reversible belt 
Secured with a tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1120930,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1120930/2015/12/15/11450167484339-Kara-Men-Belts-6721450167484176-1.jpg"
"PumaMen Brown PU BeltRs. 934Rs. 1699(45% OFF)Sizes: 30, 42",https://www.myntra.com/belts/puma/puma-men-brown-pu-belt/635152/buy,Puma Men Brown PU Belt,"Brown leather belt
Secured with a push-pin closure that has branding, has a fixed loop to hold the tail in place
Holes for a customised fit
Warranty: 3 months against manufacturing defects","PU
Wipe with a clean dry cloth when needed",635152,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/635152/2016/9/27/11474963445442-PUMA-Men-Brown-Belt-4111474963445396-1.jpg"
Tommy HilfigerMen Genuine Leather BeltRs. 1649Rs. 2999(45% OFF)Sizes: 44,https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-dark-green-genuine-leather-belt/1484263/buy,Tommy Hilfiger Men Dark Green Genuine Leather Belt,"Dark green genuine leather belt
Secured with a tang clasp
Holes for a customised fit
Comes with a pouch
Warranty: 6 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1484263,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1484263/2016/9/22/11474526337792-Tommy-Hilfiger-Men-Dark-Green-Textured-Genuine-Leather-Belt-9381474526337656-1.jpg"
"Peter EnglandMen BeltRs. 629Rs. 699(10% OFF)Sizes: 42, 46",https://www.myntra.com/belts/peter-england/peter-england-statements-men-black-belt/1796661/buy,Peter England Statements Men Black Belt,"Black belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Synthetic leather
Wipe with a clean, dry cloth when needed",1796661,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1796661/2017/4/21/11492755024281-Peter-England-Men-Belts-6681492755024241-3.jpg"
United Colors of BenettonMen Patterned BeltRs. 849Rs. 1699(50% OFF)Sizes: 36,https://www.myntra.com/belts/united-colors-of-benetton/united-colors-of-benetton-men-beige--grey-patterned-belt/1963578/buy,United Colors of Benetton Men Beige & Grey Patterned Belt,"Beige, grey and olive green patterned belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: No Warranty","Webbing: 100% cotton
Others: 100% leather
Wipe with a clean, dry cloth to remove dust",1963578,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1963578/2017/6/21/11498032742556-United-Colors-of-Benetton-Men-Beige--Grey-Woven-Design-Belt-3281498032742476-2.jpg"
United Colors of BenettonMen Genuine Leather BeltRs. 934Rs. 1699(45% OFF)Sizes: 38,https://www.myntra.com/belts/united-colors-of-benetton/united-colors-of-benetton-men-black-textured-genuine-leather-belt/1504065/buy,United Colors of Benetton Men Black Textured Genuine Leather Belt,"Black textured leather belt
Secured with a tang clasp
Has holes for a customised fit","Genuine leather
Wipe with a clean, dry cloth when needed",1504065,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1504065/2016/9/21/11474460635436-United-Colors-of-Benetton-Men-Black-Textured-Genuine-Leather-Belt-2101474460635201-3.jpg"
"Teakwood LeathersMen Leather BeltRs. 944Rs. 2699(65% OFF)Sizes: 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/teakwood-leathers/teakwood-leathers-men-black-leather-belt/1662589/buy,Teakwood Leathers Men Black Leather Belt,"Black leather belt
Secured with a pull-and-twist slider buckle","Leather
Wipe with a clean, dry cloth when needed",1662589,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1662589/2016/11/30/11480495602870-Teakwood-Leathers-Men-Belts-8671480495602795-1.jpg"
The Bro CodeMen Braided BeltRs. 1189Rs. 3399(65% OFF)Sizes: 34,https://www.myntra.com/belts/the-bro-code/the-bro-code-men-red--off-white-braided-belt/1740955/buy,The Bro Code Men Red & Off-White Braided Belt,"Red, off-white and navy blue braided belt
Secured with a tang clasp","Synthetic
Wipe with a clean, dry cloth when needed",1740955,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1740955/2017/2/23/11487829508732-The-Bro-Code-Men-Belts-5851487829508556-2.jpg"
SWISS MILITARYBeltRs. 1293Rs. 1990(35% OFF)Sizes: Onesize,https://www.myntra.com/belts/swiss-military/swiss-military-men-brown-genuine-leather-belt/1286545/buy,SWISS MILITARY Men Brown Genuine Leather Belt,"Brown genuine leather belt, has embossed branding
Secured with a push-pin closure
Has holes for a customised fit
Warranty: 6 months against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1286545,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1286545/2016/7/22/11469166932858-SWISS-MILITARY-Men-Belts-7741469166933119-1.jpg"
"Tommy HilfigerMen Genuine Leather BeltRs. 1619Rs. 2699(40% OFF)Sizes: 40, 44",https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-brown-cut-out-genuine-leather-belt/1491220/buy,Tommy Hilfiger Men Brown Cut-Out Genuine Leather Belt,"Brown genuine leather belt with cut-out detail
Secured with a push-pin closure
Holes for a customised fit
Comes with a pouch
Warranty: 6 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1491220,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1491220/2016/9/15/11473938556765-Tommy-Hilfiger-Men-Brown-Cut-Out-Genuine-Leather-Belt-1231473938556736-1.jpg"
"CHISELMen Reversible Leather BeltRs. 679Rs. 1699(60% OFF)Sizes: 30, 32, 34, 38",https://www.myntra.com/belts/chisel/chisel-men-black--brown-reversible-leather-belt/1541410/buy,CHISEL Men Black & Brown Reversible Leather Belt,"Black and brown reversible leather belt
Secured with a slider buckle
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1541410,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1541410/2016/9/20/11474363458925-CHISEL-Men-Belts-3881474363459266-2.jpg"
"Louis PhilippeMen Textured BeltRs. 1709Rs. 1899(10% OFF)Sizes: 32, 40",https://www.myntra.com/belts/louis-philippe/louis-philippe-men-brown-textured-genuine-leather-belt/1818823/buy,Louis Philippe Men Brown Textured Genuine Leather Belt,"Brown textured belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: 1 year","Genuine leather 
 Wipe with a clean, dry cloth to remove dust",1818823,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1818823/2017/7/24/11500887098605-Louis-Philippe-Men-Belts-631500887098506-1.jpg"
"Pacific GoldMen Reversible BeltRs. 419Rs. 699(40% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black--brown-reversible-belt/997913/buy,Pacific Gold Men Black & Brown Reversible Belt,"Black and brown reversible belt
Secured with a tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",997913,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/997913/2015/9/28/11443425976170-Pacific-Gold-Men-Belts-4471443425976011-1.jpg"
"HarvardMen Genuine Leather BeltRs. 359Rs. 899(60% OFF)Sizes: 34, 36",https://www.myntra.com/belts/harvard/harvard-men-brown-genuine-leather-belt/1673712/buy,Harvard Men Brown Genuine Leather Belt,"Brown genuine leather belt
Secured with a tang clasp
Holes for a customised fit","Genuine leather
Wipe with a clean, dry cloth when needed",1673712,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1673712/2017/3/3/11488538068739-Harvard-Men-Belts-1641488538068597-1.jpg"
Tommy HilfigerLeather BeltRs. 1374Rs. 2499(45% OFF)Sizes: 36,https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-tan-brown-genuine-leather-belt/1378087/buy,Tommy Hilfiger Men Tan Brown Genuine Leather Belt,"Tan brown genuine leather belt
Secured with a tang clasp 
Holes for a customised fit
Warranty: 6 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1378087,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1378087/2016/6/20/11466401332425-Tommy-Hilfiger-Men-Belts-3781466401332339-2.jpg"
"Pacific GoldMen BeltRs. 483Rs. 645(25% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black-belt/482875/buy,Pacific Gold Men Black Belt,"Black leather belt, textured
Has a tang clasp and a fixed loop
Adjustable with multiple holes to get a customised fit","Leather
Wipe with a clean, dry cloth when needed",482875,"https://assets.myntassets.com/h_640,q_90,w_480/v1/images/style/properties/Pacific-Gold-Men-Black-Belt_ed9ba3b13532c9efb00e3b712c61d903_images.jpg"
"Louis PhilippeMen Solid Genuine Leather BeltRs. 2124Rs. 2499(15% OFF)Sizes: 32, 36, 40",https://www.myntra.com/belts/louis-philippe/louis-philippe-men-navy-blue-solid-genuine-leather-belt/1818818/buy,Louis Philippe Men Navy Blue Solid Genuine Leather Belt,"Navy Blue solid belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: 1 year","Genuine leather 
 Wipe with a clean, dry cloth to remove dust",1818818,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1818818/2017/6/22/11498127236748-Louis-Philippe-Men-Navy-Blue-Solid-Belt-5991498127236689-2.jpg"
The Bro CodeMen Braided BeltRs. 2399Rs. 3199(25% OFF)Sizes: 36,https://www.myntra.com/belts/the-bro-code/the-bro-code-men-green-braided-belt/1740950/buy,The Bro Code Men Green Braided Belt,"Green braided belt
Secured with a tang clasp","Synthetic leather and fabric
Wipe with a clean, dry cloth when needed",1740950,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1740950/2017/2/22/11487764009534-The-Bro-Code-Men-Green-Braided-Belt-8121487764009415-1.jpg"
QuiksilverQuiksilver Women Black Floral Print BeltRs. 971Rs. 1495(35% OFF)Sizes: 39,https://www.myntra.com/belts/quiksilver/quiksilver-women-black-floral-print-belt/725331/buy,Quiksilver Women Black Floral Print Belt,"Black and grey floral print belt
Secured with a tang clasp that has branding, has a fixed loop with branding to hold the tail in place
Holes for a customised fit","Synthetic
Wipe with a clean, dry cloth when needed",725331,"https://assets.myntassets.com/h_640,q_90,w_480/v1/image/style/properties/725331/Quicksilver-Women-Black-Floral-Printed-Belt_1_7b1ac8dfbe07c669e66978c679a8fb8a.jpg"
BuckleUpMen Solid Leather BeltRs. 399Rs. 999(60% OFF)Sizes: 34,https://www.myntra.com/belts/buckleup/buckleup-men-brown-solid-leather-belt/1913925/buy,BuckleUp Men Brown Solid Leather Belt,"Brown solid belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: 3 months","Leather 
 Wipe with a clean, dry cloth to remove dust",1913925,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1913925/2017/5/22/11495436680669-BuckleUp-Men-Belts-4271495436680647-2.jpg"
The Bro CodeMen Braided BeltRs. 2549Rs. 3399(25% OFF)Sizes: 36,https://www.myntra.com/belts/the-bro-code/the-bro-code-men-navy-braided-belt/1740953/buy,The Bro Code Men Navy Braided Belt,"Navy blue braided belt
Secured with a tang clasp","Synthetic leather and fabric
Wipe with a clean, dry cloth when needed",1740953,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1740953/2017/2/22/11487764042643-The-Bro-Code-Men-Navy-Braided-Belt-7971487764042530-1.jpg"
"Teakwood LeathersTextured Leather BeltRs. 944Rs. 2699(65% OFF)Sizes: 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/teakwood-leathers/teakwood-leathers-black-textured-leather-belt/1667510/buy,Teakwood Leathers Black Textured Leather Belt,"Black textured leather belt
Secured with a pull-and-twist slider buckle","Leather
Wipe with a clean, dry cloth when needed",1667510,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1667510/2016/12/1/11480592266903-Teakwood-Leathers-Men-Belts-1871480592266788-1.jpg"
"BuckleUpMen Leather BeltRs. 402Rs. 1149(65% OFF)Sizes: 34, 36, 38, 40",https://www.myntra.com/belts/buckleup/buckleup-men-black-leather-belt/1734736/buy,BuckleUp Men Black Leather Belt,"Black leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months from the date of purchase against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1734736,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1734736/2017/1/23/11485166194515-BuckleUp-Men-Belts-7641485166194503-2.jpg"
Peter EnglandMen Reversible BeltRs. 809Rs. 899(10% OFF)Sizes: 38,https://www.myntra.com/belts/peter-england/peter-england-men-brown--black-reversible-belt/1796645/buy,Peter England Men Brown & Black Reversible Belt,"Brown and black textured reversible belt
Secured with a pull and twist closure
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Synthetic leather
Wipe with a clean, dry cloth when needed",1796645,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1796645/2017/4/4/11491290940919-Peter-England-Men-Belts-9221491290940876-4.jpg"
"BuckleUpMen Leather BeltRs. 388Rs. 1295(70% OFF)Sizes: 36, 38, 40, 42, 44",https://www.myntra.com/belts/buckleup/buckleup-men-tan-brown-leather-belt/1241847/buy,BuckleUp Men Tan Brown Leather Belt,"Tan brown textured belt
Secured with a tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1241847,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1241847/2016/2/29/11456736415737-BuckleUp-Men-Belts-8461456736415617-2.jpg"
"HarvardMen Genuine Leather BeltRs. 399Rs. 999(60% OFF)Sizes: 32, 34, 36",https://www.myntra.com/belts/harvard/harvard-men-tan-brown-genuine-leather-belt-with-contrast-stitch/1673701/buy,Harvard Men Tan Brown Genuine Leather Belt with Contrast Stitch,"Tan brown genuine leather belt with contrast stitch
Secured with a tang clasp
Has holes for a customised fit","Genuine leather
Wipe with a clean, dry cloth when needed",1673701,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1673701/2017/3/3/11488537979033-Harvard-Men-Belts-3471488537978931-2.jpg"
"HarvardMen Reversible BeltRs. 624Rs. 1249(50% OFF)Sizes: 32, 34",https://www.myntra.com/belts/harvard/harvard-men-black--brown-reversible-belt/974855/buy,Harvard Men Black & Brown Reversible Belt,"Black and brown reversible belt
Secured with a twist-and-turn tang clasp
Holes for a customised fit",null,974855,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/974855/2015/12/15/11450177098127-Harvard-Men-Black--Brown-Reversible-Belt-5611450177098033-3.jpg"
BuckleUpMen Solid Leather BeltRs. 440Rs. 1259(65% OFF)Sizes: 38,https://www.myntra.com/belts/buckleup/buckleup-men-brown-solid-leather-belt/1911444/buy,BuckleUp Men Brown Solid Leather Belt,"Brown solid belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: 3 months","Leather 
 Wipe with a clean, dry cloth to remove dust",1911444,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1911444/2017/5/19/11495185554893-BuckleUp-Men-Brown-Solid-Leather-Belt-4981495185554805-3.jpg"
"Pacific GoldMen BeltRs. 629Rs. 899(30% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black-belt/1232417/buy,Pacific Gold Men Black Belt,"Black belt
Secured with a tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",1232417,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1232417/2016/2/22/11456127317326-Pacific-Gold-Men-Belts-8991456127317300-3.jpg"
United Colors of BenettonMen Genuine Leather BeltRs. 934Rs. 1699(45% OFF)Sizes: 40,https://www.myntra.com/belts/united-colors-of-benetton/united-colors-of-benetton-men-navy-genuine-leather-belt/1504066/buy,United Colors of Benetton Men Navy Genuine Leather Belt,"Navy genuine leather belt
Secured with a tang clasp
Has holes for a customised fit","Genuine leather
Wipe with a clean, dry cloth when needed",1504066,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1504066/2016/11/7/11478501546857-United-Colors-of-Benetton-Men-Belts-6221478501546724-2.jpg"
Peter EnglandMen Reversible BeltRs. 809Rs. 899(10% OFF)Sizes: 34,https://www.myntra.com/belts/peter-england/peter-england-statements-men-black--brown-reversible-belt/1796647/buy,Peter England Statements Men Black & Brown Reversible Belt,"Black and brown reversible belt
Secured with twist and turn tang closure
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Synthetic leather
Wipe with a clean, dry cloth when needed",1796647,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1796647/2017/4/5/11491380875391-Peter-England-Men-Belts-961491380875208-1.jpg"
"BuckleUpMen Leather BeltRs. 402Rs. 1149(65% OFF)Sizes: 34, 40",https://www.myntra.com/belts/buckleup/buckleup-men-brown-leather-belt/1911438/buy,BuckleUp Men Brown Leather Belt,"Brown solid belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: 3 months","Leather 
 Wipe with a clean, dry cloth to remove dust",1911438,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1911438/2017/5/19/11495185488712-BuckleUp-Men-Brown-Solid-Leather-Belt-9031495185488598-1.jpg"
"Tommy HilfigerMen Genuine Leather BeltRs. 1619Rs. 2699(40% OFF)Sizes: 32, 40, 44",https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-grey-genuine-leather-belt/1548609/buy,Tommy Hilfiger Men Grey Genuine Leather Belt,"Grey genuine leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 6 months from the date of purchase","Genuine leather
Wipe with a clean, dry cloth when needed",1548609,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1548609/2016/9/30/11475220714868-Tommy-Hilfiger-Men-Grey-Genuine-Leather-Belt-431475220714762-3.jpg"
